timestamp_ISO,id,sentence_count,sentence_length,sentence_time_in_ms,word_count,avg_word_length,avg_word_time_in_ms,words_per_minute
2021-05-16T12:48:08,4,1,36,9456,6,5,1278,44
2021-05-16T12:48:18,4,2,46,9407,9,4,803,69
2021-05-16T12:48:28,4,3,42,8968,6,6,1205,45
2021-05-16T12:48:41,4,4,57,12326,10,4,954,57
2021-05-16T12:48:51,4,5,46,9766,9,4,791,66
2021-05-16T12:49:00,4,6,41,8457,7,5,953,58
2021-05-16T12:49:09,4,7,39,8296,8,4,809,70
2021-05-16T12:49:17,4,8,31,7097,6,4,879,60
2021-05-16T12:49:26,4,9,50,8927,8,5,904,62
